Sentence,Label,prob_0,prob_1,Prediction
the whole damn thing is ripe for the jerry springer crowd .,0,0.025613785,0.9743862,1
"a lousy movie that 's not merely unwatchable , but also unlistenable .",0,0.99814445,0.0018555508,0
flounders due to the general sense that no two people working on the production had exactly the same thing in mind .,0,0.9987967,0.0012033221,0
"with youthful high spirits , tautou remains captivating throughout michele 's religious and romantic quests , and she is backed by a likable cast .",1,0.0005172491,0.99948275,1
"if this is an example of the type of project that robert redford 's lab is willing to lend its imprimatur to , then perhaps it 's time to rethink independent films .",0,0.96870196,0.03129802,0
a great comedy filmmaker knows great comedy need n't always make us laugh .,1,0.44802457,0.5519754,1
"while this film is not in the least surprising , it is still ultimately very satisfying .",1,0.0005468726,0.9994531,1
remarkably accessible and affecting .,1,0.0012432337,0.99875677,1
"writhing under dialogue like ` you 're from two different worlds ' and ` tonight the maid is a lie and this , this is who you are , ' this schlock-filled fairy tale hits new depths of unoriginality and predictability .",0,0.97860694,0.02139303,0
"this cheery , down-to-earth film is warm with the cozy feeling of relaxing around old friends .",1,0.0009576678,0.99904233,1
"plays as hollow catharsis , with lots of tears but very little in the way of insights .",0,0.9968303,0.0031697073,0
"will probably stay in the shadow of its two older , more accessible qatsi siblings .",0,0.5429003,0.45709965,0
credibility sinks into a mire of sentiment .,0,0.982111,0.017889047,0
"director brian levant , who never strays far from his sitcom roots , skates blithely from one implausible situation to another , pausing only to tie up loose ends with more bows than you 'll find on a french poodle .",0,0.17812282,0.8218772,1
it 's hard to tell with all the crashing and banging where the salesmanship ends and the movie begins .,0,0.9904544,0.0095456345,0
"but it 's emotionally engrossing , too , thanks to strong , credible performances from the whole cast .",1,0.00075757504,0.9992424,1
francophiles will snicker knowingly and you 'll want to slap them .,0,0.96495146,0.03504854,0
-lrb- plays -rrb- in broad outline as pandering middle-age buddy-comedy .,0,0.97061837,0.029381618,0
one hour photo is an intriguing snapshot of one man and his delusions ; it 's just too bad it does n't have more flashes of insight .,0,0.9116201,0.08837991,0
"a one-trick pony whose few t&a bits still ca n't save itself from being unoriginal , unfunny and unrecommendable .",0,0.99786824,0.002131745,0
this examination of aquatic life off the shores of the baja california peninsula of mexico offers an engrossing way to demonstrate the virtues of the imax format .,1,0.0025538206,0.9974462,1
"an ungainly , comedy-deficient , b-movie rush job ...",0,0.9981762,0.0018237898,0
"will only satisfy those who ca n't tell the difference between the good , the bad and the ugly .",0,0.99359065,0.0064093303,0
"if this movie were a book , it would be a page-turner , you ca n't wait to see what happens next .",1,0.10625672,0.8937433,1
` dragonfly ' is a movie about a bus wreck that turns into a film wreck .,0,0.9950705,0.004929504,0
-lrb- villeneuve -rrb- seems to realize intuitively that even morality is reduced to an option by the ultimate mysteries of life and death .,1,0.010771632,0.98922837,1
"rather , you 'll have to wrestle disbelief to the ground and then apply the chloroform-soaked handkerchief .",0,0.991484,0.008516013,0
"feel bad for king , who 's honestly trying , and schwartzman , who 's shot himself in the foot .",0,0.99608606,0.0039139683,0
"involving at times , but lapses quite casually into the absurd .",0,0.58396745,0.41603252,0
for benigni it was n't shakespeare whom he wanted to define his career with but pinocchio .,1,0.9477211,0.052278887,0
"starts off with a bang , but then fizzles like a wet stick of dynamite at the very end .",0,0.99524856,0.0047514467,0
"together , tok and o orchestrate a buoyant , darkly funny dance of death .",1,0.0008430481,0.99915695,1
"de niro looks bored , murphy recycles murphy , and you mentally add showtime to the pile of hollywood dreck that represents nothing more than the art of the deal .",0,0.9960844,0.0039155968,0
"the film 's real appeal wo n't be to clooney fans or adventure buffs , but to moviegoers who enjoy thinking about compelling questions with no easy answers .",1,0.0019743443,0.99802566,1
"guaranteed to move anyone who ever shook , rattled , or rolled .",1,0.0012584329,0.99874157,1
"unlike his directorial efforts , la femme nikita and the professional , the transporter lacks besson 's perspective as a storyteller .",0,0.99528706,0.004712967,0
"at about 95 minutes , treasure planet maintains a brisk pace as it races through the familiar story .",1,0.008376777,0.9916232,1
"this limp gender-bender-baller from a first-time director and rookie screenwriter steals wholesale from that 1982 's tootsie , forgetting only to retain a single laugh .",0,0.98864716,0.011352811,0
"so stupid , so ill-conceived , so badly drawn , it created whole new levels of ugly .",0,0.999259,0.00074100145,0
there has been much puzzlement among critics about what the election symbolizes .,0,0.62141275,0.37858725,0
"a masterful film from a master filmmaker , unique in its deceptive grimness , compelling in its fatalist worldview .",1,0.0006464124,0.9993536,1
a great idea becomes a not-great movie .,0,0.9986917,0.0013083322,0
an inspiring and heart-affecting film about the desperate attempts of vietnamese refugees living in u.s. relocation camps to keep their hopes alive in 1975 .,1,0.0010723472,0.99892765,1
"its over-reliance on genre conventions , character types and formulaic conflict resolutions crushes all the goodwill it otherwise develops .",0,0.9965157,0.0034843378,0
demme 's loose approach kills the suspense .,0,0.95219105,0.047808938,0
"harsh , effective documentary on life in the israeli-occupied palestinian territories .",1,0.0014103055,0.9985897,1
steers turns in a snappy screenplay that curls at the edges ; it 's so clever you want to hate it .,1,0.0032321215,0.9967679,1
"this is what imax was made for : strap on a pair of 3-d goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space .",1,0.016115606,0.9838844,1
but this costly dud is a far cry from either the book or the beloved film .,0,0.9983283,0.0016716928,0
"the essential problem in orange county is that , having created an unusually vivid set of characters worthy of its strong cast , the film flounders when it comes to giving them something to do .",0,0.9940275,0.0059724916,0
"... if you 're in a mind set for goofy comedy , the troopers will entertain with their gross outs , bawdy comedy and head games .",1,0.007869661,0.99213034,1
"a work of the utmost subtlety and perception , it marks the outstanding feature debut of writer-director eric byler , who understands the power of the implicit and the virtues of simplicity and economy .",1,0.00050389767,0.9994961,1
there are just enough twists in the tale to make it far more satisfying than almost any horror film in recent memory .,1,0.00072187185,0.9992781,1
... hudlin is stuck trying to light a fire with soggy leaves .,0,0.997924,0.0020760493,0
"... a haunting vision , with images that seem more like disturbing hallucinations .",0,0.004691303,0.9953087,1
consists of a plot and jokes done too often by people far more talented than ali g,0,0.9977599,0.0022401104,0
"a breezy , diverting , conventional , well-acted tale of two men locked in an ongoing game of cat-and-cat .",1,0.00071269274,0.9992873,1
"the premise is in extremely bad taste , and the film 's supposed insights are so poorly thought-out and substance-free that even a high school senior taking his or her first psychology class could dismiss them .",0,0.9990134,0.0009865721,0
imagine a really bad community theater production of west side story without the songs .,0,0.9991628,0.0008372004,0
"smith profiles five extraordinary american homes , and because the owners seem fully aware of the uses and abuses of fame , it 's a pleasure to enjoy their eccentricities .",1,0.0008609295,0.9991391,1
"with its hints of a greater intelligence lurking somewhere , the ring makes its stupidity more than obvious .",0,0.99112004,0.008879963,0
an afterschool special without the courage of its convictions .,0,0.99840635,0.0015936565,0
uneasy mishmash of styles and genres .,0,0.9956153,0.0043847216,0
"the period -- swinging london in the time of the mods and the rockers -- gets the once-over once again in gangster no. 1 ### , but falls apart long before the end .",0,0.98723704,0.012762984,0
earnest falls short of its ideal predecessor largely due to parker 's ill-advised meddling with the timeless source material .,0,0.99021304,0.009786958,0
tailored to entertain !,1,0.0018103719,0.9981896,1
"in his debut as a film director , denzel washington delivers a lean and engaging work .",1,0.0006477237,0.9993523,1
"the scope of the silberstein family is large and we grow attached to their lives , full of strength , warmth and vitality . .",1,0.0006288886,0.9993711,1
